DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
7128,Aroush Knapp,Maxwell & Junior,2326 Porsche 911 2dr Cpe GT3 RS,"-35,382,900",6/7/2018
7129,Anwar Hoffman,"Legowart Kingorty, Ltd.",2328 Jeep Grand Cherokee Trackhawk,"-35,411,599",5/11/2018
7130,Ronnie Griffiths,Cheruharrison Auto,2328 Nissan GT-R Premium,"-35,440,298",4/8/2018
7131,Storm William,Mythicgarcia Dealership LTDA,2329 Mercedes-Benz S-Class Cabriolet,"-35,468,997",3/22/2018
7132,Aroush Knapp,Maxwell & Junior,2327 Porsche 911 2dr Cpe GT3 RS,"-35,497,695",6/7/2018
7133,Anwar Hoffman,"Legowart Kingorty, Ltd.",2329 Jeep Grand Cherokee Trackhawk,"-35,526,394",5/11/2018
7134,Ronnie Griffiths,Cheruharrison Auto,2329 Nissan GT-R Premium,"-35,555,093",4/8/2018
7135,Storm William,Mythicgarcia Dealership LTDA,2330 Mercedes-Benz S-Class Cabriolet,"-35,583,792",3/22/2018
7136,Aroush Knapp,Maxwell & Junior,2328 Porsche 911 2dr Cpe GT3 RS,"-35,612,491",6/7/2018
7137,Anwar Hoffman,"Legowart Kingorty, Ltd.",2330 Jeep Grand Cherokee Trackhawk,"-35,641,190",5/11/2018
7138,Ronnie Griffiths,Cheruharrison Auto,2330 Nissan GT-R Premium,"-35,669,889",4/8/2018
7139,Storm William,Mythicgarcia Dealership LTDA,2331 Mercedes-Benz S-Class Cabriolet,"-35,698,588",3/22/2018
7140,Aroush Knapp,Maxwell & Junior,2329 Porsche 911 2dr Cpe GT3 RS,"-35,727,287",6/7/2018
7141,Anwar Hoffman,"Legowart Kingorty, Ltd.",2331 Jeep Grand Cherokee Trackhawk,"-35,755,986",5/11/2018
7142,Ronnie Griffiths,Cheruharrison Auto,2331 Nissan GT-R Premium,"-35,784,684",4/8/2018
7143,Storm William,Mythicgarcia Dealership LTDA,2332 Mercedes-Benz S-Class Cabriolet,"-35,813,383",3/22/2018
7144,Aroush Knapp,Maxwell & Junior,2330 Porsche 911 2dr Cpe GT3 RS,"-35,842,082",6/7/2018
7145,Anwar Hoffman,"Legowart Kingorty, Ltd.",2332 Jeep Grand Cherokee Trackhawk,"-35,870,781",5/11/2018
7146,Ronnie Griffiths,Cheruharrison Auto,2332 Nissan GT-R Premium,"-35,899,480",4/8/2018
7147,Storm William,Mythicgarcia Dealership LTDA,2333 Mercedes-Benz S-Class Cabriolet,"-35,928,179",3/22/2018
7148,Aroush Knapp,Maxwell & Junior,2331 Porsche 911 2dr Cpe GT3 RS,"-35,956,878",6/7/2018
7149,Anwar Hoffman,"Legowart Kingorty, Ltd.",2333 Jeep Grand Cherokee Trackhawk,"-35,985,577",5/11/2018
7150,Ronnie Griffiths,Cheruharrison Auto,2333 Nissan GT-R Premium,"-36,014,276",4/8/2018
7151,Storm William,Mythicgarcia Dealership LTDA,2334 Mercedes-Benz S-Class Cabriolet,"-36,042,975",3/22/2018
7152,Aroush Knapp,Maxwell & Junior,2332 Porsche 911 2dr Cpe GT3 RS,"-36,071,673",6/7/2018
7153,Anwar Hoffman,"Legowart Kingorty, Ltd.",2334 Jeep Grand Cherokee Trackhawk,"-36,100,372",5/11/2018
7154,Ronnie Griffiths,Cheruharrison Auto,2334 Nissan GT-R Premium,"-36,129,071",4/8/2018
7155,Storm William,Mythicgarcia Dealership LTDA,2335 Mercedes-Benz S-Class Cabriolet,"-36,157,770",3/22/2018
7156,Aroush Knapp,Maxwell & Junior,2333 Porsche 911 2dr Cpe GT3 RS,"-36,186,469",6/7/2018
7157,Anwar Hoffman,"Legowart Kingorty, Ltd.",2335 Jeep Grand Cherokee Trackhawk,"-36,215,168",5/11/2018
7158,Ronnie Griffiths,Cheruharrison Auto,2335 Nissan GT-R Premium,"-36,243,867",4/8/2018
7159,Storm William,Mythicgarcia Dealership LTDA,2336 Mercedes-Benz S-Class Cabriolet,"-36,272,566",3/22/2018
7160,Aroush Knapp,Maxwell & Junior,2334 Porsche 911 2dr Cpe GT3 RS,"-36,301,265",6/7/2018
7161,Anwar Hoffman,"Legowart Kingorty, Ltd.",2336 Jeep Grand Cherokee Trackhawk,"-36,329,964",5/11/2018
7162,Ronnie Griffiths,Cheruharrison Auto,2336 Nissan GT-R Premium,"-36,358,662",4/8/2018
7163,Storm William,Mythicgarcia Dealership LTDA,2337 Mercedes-Benz S-Class Cabriolet,"-36,387,361",3/22/2018
7164,Aroush Knapp,Maxwell & Junior,2335 Porsche 911 2dr Cpe GT3 RS,"-36,416,060",6/7/2018
7165,Anwar Hoffman,"Legowart Kingorty, Ltd.",2337 Jeep Grand Cherokee Trackhawk,"-36,444,759",5/11/2018
7166,Ronnie Griffiths,Cheruharrison Auto,2337 Nissan GT-R Premium,"-36,473,458",4/8/2018
7167,Storm William,Mythicgarcia Dealership LTDA,2338 Mercedes-Benz S-Class Cabriolet,"-36,502,157",3/22/2018
7168,Aroush Knapp,Maxwell & Junior,2336 Porsche 911 2dr Cpe GT3 RS,"-36,530,856",6/7/2018
7169,Anwar Hoffman,"Legowart Kingorty, Ltd.",2338 Jeep Grand Cherokee Trackhawk,"-36,559,555",5/11/2018
7170,Ronnie Griffiths,Cheruharrison Auto,2338 Nissan GT-R Premium,"-36,588,254",4/8/2018
7171,Storm William,Mythicgarcia Dealership LTDA,2339 Mercedes-Benz S-Class Cabriolet,"-36,616,953",3/22/2018
7172,Aroush Knapp,Maxwell & Junior,2337 Porsche 911 2dr Cpe GT3 RS,"-36,645,651",6/7/2018
7173,Anwar Hoffman,"Legowart Kingorty, Ltd.",2339 Jeep Grand Cherokee Trackhawk,"-36,674,350",5/11/2018
7174,Ronnie Griffiths,Cheruharrison Auto,2339 Nissan GT-R Premium,"-36,703,049",4/8/2018
7175,Storm William,Mythicgarcia Dealership LTDA,2340 Mercedes-Benz S-Class Cabriolet,"-36,731,748",3/22/2018
7176,Aroush Knapp,Maxwell & Junior,2338 Porsche 911 2dr Cpe GT3 RS,"-36,760,447",6/7/2018
7177,Anwar Hoffman,"Legowart Kingorty, Ltd.",2340 Jeep Grand Cherokee Trackhawk,"-36,789,146",5/11/2018
7178,Ronnie Griffiths,Cheruharrison Auto,2340 Nissan GT-R Premium,"-36,817,845",4/8/2018
7179,Storm William,Mythicgarcia Dealership LTDA,2341 Mercedes-Benz S-Class Cabriolet,"-36,846,544",3/22/2018
7180,Aroush Knapp,Maxwell & Junior,2339 Porsche 911 2dr Cpe GT3 RS,"-36,875,243",6/7/2018
7181,Anwar Hoffman,"Legowart Kingorty, Ltd.",2341 Jeep Grand Cherokee Trackhawk,"-36,903,942",5/11/2018
7182,Ronnie Griffiths,Cheruharrison Auto,2341 Nissan GT-R Premium,"-36,932,640",4/8/2018
7183,Storm William,Mythicgarcia Dealership LTDA,2342 Mercedes-Benz S-Class Cabriolet,"-36,961,339",3/22/2018
7184,Aroush Knapp,Maxwell & Junior,2340 Porsche 911 2dr Cpe GT3 RS,"-36,990,038",6/7/2018
7185,Anwar Hoffman,"Legowart Kingorty, Ltd.",2342 Jeep Grand Cherokee Trackhawk,"-37,018,737",5/11/2018
7186,Ronnie Griffiths,Cheruharrison Auto,2342 Nissan GT-R Premium,"-37,047,436",4/8/2018
7187,Storm William,Mythicgarcia Dealership LTDA,2343 Mercedes-Benz S-Class Cabriolet,"-37,076,135",3/22/2018
7188,Aroush Knapp,Maxwell & Junior,2341 Porsche 911 2dr Cpe GT3 RS,"-37,104,834",6/7/2018
7189,Anwar Hoffman,"Legowart Kingorty, Ltd.",2343 Jeep Grand Cherokee Trackhawk,"-37,133,533",5/11/2018
7190,Ronnie Griffiths,Cheruharrison Auto,2343 Nissan GT-R Premium,"-37,162,232",4/8/2018
7191,Storm William,Mythicgarcia Dealership LTDA,2344 Mercedes-Benz S-Class Cabriolet,"-37,190,931",3/22/2018
7192,Aroush Knapp,Maxwell & Junior,2342 Porsche 911 2dr Cpe GT3 RS,"-37,219,629",6/7/2018
7193,Anwar Hoffman,"Legowart Kingorty, Ltd.",2344 Jeep Grand Cherokee Trackhawk,"-37,248,328",5/11/2018
7194,Ronnie Griffiths,Cheruharrison Auto,2344 Nissan GT-R Premium,"-37,277,027",4/8/2018
7195,Storm William,Mythicgarcia Dealership LTDA,2345 Mercedes-Benz S-Class Cabriolet,"-37,305,726",3/22/2018
7196,Aroush Knapp,Maxwell & Junior,2343 Porsche 911 2dr Cpe GT3 RS,"-37,334,425",6/7/2018
7197,Anwar Hoffman,"Legowart Kingorty, Ltd.",2345 Jeep Grand Cherokee Trackhawk,"-37,363,124",5/11/2018
7198,Ronnie Griffiths,Cheruharrison Auto,2345 Nissan GT-R Premium,"-37,391,823",4/8/2018
7199,Storm William,Mythicgarcia Dealership LTDA,2346 Mercedes-Benz S-Class Cabriolet,"-37,420,522",3/22/2018
7200,Aroush Knapp,Maxwell & Junior,2344 Porsche 911 2dr Cpe GT3 RS,"-37,449,221",6/7/2018
7201,Anwar Hoffman,"Legowart Kingorty, Ltd.",2346 Jeep Grand Cherokee Trackhawk,"-37,477,920",5/11/2018
7202,Ronnie Griffiths,Cheruharrison Auto,2346 Nissan GT-R Premium,"-37,506,618",4/8/2018
7203,Storm William,Mythicgarcia Dealership LTDA,2347 Mercedes-Benz S-Class Cabriolet,"-37,535,317",3/22/2018
7204,Aroush Knapp,Maxwell & Junior,2345 Porsche 911 2dr Cpe GT3 RS,"-37,564,016",6/7/2018
7205,Anwar Hoffman,"Legowart Kingorty, Ltd.",2347 Jeep Grand Cherokee Trackhawk,"-37,592,715",5/11/2018
7206,Ronnie Griffiths,Cheruharrison Auto,2347 Nissan GT-R Premium,"-37,621,414",4/8/2018
7207,Storm William,Mythicgarcia Dealership LTDA,2348 Mercedes-Benz S-Class Cabriolet,"-37,650,113",3/22/2018
7208,Aroush Knapp,Maxwell & Junior,2346 Porsche 911 2dr Cpe GT3 RS,"-37,678,812",6/7/2018
7209,Anwar Hoffman,"Legowart Kingorty, Ltd.",2348 Jeep Grand Cherokee Trackhawk,"-37,707,511",5/11/2018
7210,Ronnie Griffiths,Cheruharrison Auto,2348 Nissan GT-R Premium,"-37,736,210",4/8/2018
7211,Storm William,Mythicgarcia Dealership LTDA,2349 Mercedes-Benz S-Class Cabriolet,"-37,764,909",3/22/2018
7212,Aroush Knapp,Maxwell & Junior,2347 Porsche 911 2dr Cpe GT3 RS,"-37,793,607",6/7/2018
7213,Anwar Hoffman,"Legowart Kingorty, Ltd.",2349 Jeep Grand Cherokee Trackhawk,"-37,822,306",5/11/2018
7214,Ronnie Griffiths,Cheruharrison Auto,2349 Nissan GT-R Premium,"-37,851,005",4/8/2018
7215,Storm William,Mythicgarcia Dealership LTDA,2350 Mercedes-Benz S-Class Cabriolet,"-37,879,704",3/22/2018
7216,Aroush Knapp,Maxwell & Junior,2348 Porsche 911 2dr Cpe GT3 RS,"-37,908,403",6/7/2018
7217,Anwar Hoffman,"Legowart Kingorty, Ltd.",2350 Jeep Grand Cherokee Trackhawk,"-37,937,102",5/11/2018
7218,Ronnie Griffiths,Cheruharrison Auto,2350 Nissan GT-R Premium,"-37,965,801",4/8/2018
7219,Storm William,Mythicgarcia Dealership LTDA,2351 Mercedes-Benz S-Class Cabriolet,"-37,994,500",3/22/2018
7220,Aroush Knapp,Maxwell & Junior,2349 Porsche 911 2dr Cpe GT3 RS,"-38,023,199",6/7/2018
7221,Anwar Hoffman,"Legowart Kingorty, Ltd.",2351 Jeep Grand Cherokee Trackhawk,"-38,051,898",5/11/2018
7222,Ronnie Griffiths,Cheruharrison Auto,2351 Nissan GT-R Premium,"-38,080,596",4/8/2018
7223,Storm William,Mythicgarcia Dealership LTDA,2352 Mercedes-Benz S-Class Cabriolet,"-38,109,295",3/22/2018
7224,Aroush Knapp,Maxwell & Junior,2350 Porsche 911 2dr Cpe GT3 RS,"-38,137,994",6/7/2018
7225,Anwar Hoffman,"Legowart Kingorty, Ltd.",2352 Jeep Grand Cherokee Trackhawk,"-38,166,693",5/11/2018
7226,Ronnie Griffiths,Cheruharrison Auto,2352 Nissan GT-R Premium,"-38,195,392",4/8/2018
7227,Storm William,Mythicgarcia Dealership LTDA,2353 Mercedes-Benz S-Class Cabriolet,"-38,224,091",3/22/2018
7228,Aroush Knapp,Maxwell & Junior,2351 Porsche 911 2dr Cpe GT3 RS,"-38,252,790",6/7/2018
7229,Anwar Hoffman,"Legowart Kingorty, Ltd.",2353 Jeep Grand Cherokee Trackhawk,"-38,281,489",5/11/2018
7230,Ronnie Griffiths,Cheruharrison Auto,2353 Nissan GT-R Premium,"-38,310,188",4/8/2018
7231,Storm William,Mythicgarcia Dealership LTDA,2354 Mercedes-Benz S-Class Cabriolet,"-38,338,887",3/22/2018
7232,Aroush Knapp,Maxwell & Junior,2352 Porsche 911 2dr Cpe GT3 RS,"-38,367,585",6/7/2018
7233,Anwar Hoffman,"Legowart Kingorty, Ltd.",2354 Jeep Grand Cherokee Trackhawk,"-38,396,284",5/11/2018
7234,Ronnie Griffiths,Cheruharrison Auto,2354 Nissan GT-R Premium,"-38,424,983",4/8/2018
7235,Storm William,Mythicgarcia Dealership LTDA,2355 Mercedes-Benz S-Class Cabriolet,"-38,453,682",3/22/2018
7236,Aroush Knapp,Maxwell & Junior,2353 Porsche 911 2dr Cpe GT3 RS,"-38,482,381",6/7/2018
7237,Anwar Hoffman,"Legowart Kingorty, Ltd.",2355 Jeep Grand Cherokee Trackhawk,"-38,511,080",5/11/2018
7238,Ronnie Griffiths,Cheruharrison Auto,2355 Nissan GT-R Premium,"-38,539,779",4/8/2018
7239,Storm William,Mythicgarcia Dealership LTDA,2356 Mercedes-Benz S-Class Cabriolet,"-38,568,478",3/22/2018
7240,Aroush Knapp,Maxwell & Junior,2354 Porsche 911 2dr Cpe GT3 RS,"-38,597,177",6/7/2018
7241,Anwar Hoffman,"Legowart Kingorty, Ltd.",2356 Jeep Grand Cherokee Trackhawk,"-38,625,876",5/11/2018
7242,Ronnie Griffiths,Cheruharrison Auto,2356 Nissan GT-R Premium,"-38,654,574",4/8/2018
7243,Storm William,Mythicgarcia Dealership LTDA,2357 Mercedes-Benz S-Class Cabriolet,"-38,683,273",3/22/2018
7244,Aroush Knapp,Maxwell & Junior,2355 Porsche 911 2dr Cpe GT3 RS,"-38,711,972",6/7/2018
7245,Anwar Hoffman,"Legowart Kingorty, Ltd.",2357 Jeep Grand Cherokee Trackhawk,"-38,740,671",5/11/2018
7246,Ronnie Griffiths,Cheruharrison Auto,2357 Nissan GT-R Premium,"-38,769,370",4/8/2018
7247,Storm William,Mythicgarcia Dealership LTDA,2358 Mercedes-Benz S-Class Cabriolet,"-38,798,069",3/22/2018
7248,Aroush Knapp,Maxwell & Junior,2356 Porsche 911 2dr Cpe GT3 RS,"-38,826,768",6/7/2018
7249,Anwar Hoffman,"Legowart Kingorty, Ltd.",2358 Jeep Grand Cherokee Trackhawk,"-38,855,467",5/11/2018
7250,Ronnie Griffiths,Cheruharrison Auto,2358 Nissan GT-R Premium,"-38,884,166",4/8/2018
7251,Storm William,Mythicgarcia Dealership LTDA,2359 Mercedes-Benz S-Class Cabriolet,"-38,912,865",3/22/2018
7252,Aroush Knapp,Maxwell & Junior,2357 Porsche 911 2dr Cpe GT3 RS,"-38,941,563",6/7/2018
7253,Anwar Hoffman,"Legowart Kingorty, Ltd.",2359 Jeep Grand Cherokee Trackhawk,"-38,970,262",5/11/2018
7254,Ronnie Griffiths,Cheruharrison Auto,2359 Nissan GT-R Premium,"-38,998,961",4/8/2018
7255,Storm William,Mythicgarcia Dealership LTDA,2360 Mercedes-Benz S-Class Cabriolet,"-39,027,660",3/22/2018
7256,Aroush Knapp,Maxwell & Junior,2358 Porsche 911 2dr Cpe GT3 RS,"-39,056,359",6/7/2018
7257,Anwar Hoffman,"Legowart Kingorty, Ltd.",2360 Jeep Grand Cherokee Trackhawk,"-39,085,058",5/11/2018
7258,Ronnie Griffiths,Cheruharrison Auto,2360 Nissan GT-R Premium,"-39,113,757",4/8/2018
7259,Storm William,Mythicgarcia Dealership LTDA,2361 Mercedes-Benz S-Class Cabriolet,"-39,142,456",3/22/2018
7260,Aroush Knapp,Maxwell & Junior,2359 Porsche 911 2dr Cpe GT3 RS,"-39,171,155",6/7/2018
7261,Anwar Hoffman,"Legowart Kingorty, Ltd.",2361 Jeep Grand Cherokee Trackhawk,"-39,199,854",5/11/2018
7262,Ronnie Griffiths,Cheruharrison Auto,2361 Nissan GT-R Premium,"-39,228,552",4/8/2018
7263,Storm William,Mythicgarcia Dealership LTDA,2362 Mercedes-Benz S-Class Cabriolet,"-39,257,251",3/22/2018
7264,Aroush Knapp,Maxwell & Junior,2360 Porsche 911 2dr Cpe GT3 RS,"-39,285,950",6/7/2018
7265,Anwar Hoffman,"Legowart Kingorty, Ltd.",2362 Jeep Grand Cherokee Trackhawk,"-39,314,649",5/11/2018
7266,Ronnie Griffiths,Cheruharrison Auto,2362 Nissan GT-R Premium,"-39,343,348",4/8/2018
7267,Storm William,Mythicgarcia Dealership LTDA,2363 Mercedes-Benz S-Class Cabriolet,"-39,372,047",3/22/2018
7268,Aroush Knapp,Maxwell & Junior,2361 Porsche 911 2dr Cpe GT3 RS,"-39,400,746",6/7/2018
7269,Anwar Hoffman,"Legowart Kingorty, Ltd.",2363 Jeep Grand Cherokee Trackhawk,"-39,429,445",5/11/2018
7270,Ronnie Griffiths,Cheruharrison Auto,2363 Nissan GT-R Premium,"-39,458,144",4/8/2018
7271,Storm William,Mythicgarcia Dealership LTDA,2364 Mercedes-Benz S-Class Cabriolet,"-39,486,843",3/22/2018
7272,Aroush Knapp,Maxwell & Junior,2362 Porsche 911 2dr Cpe GT3 RS,"-39,515,541",6/7/2018
7273,Anwar Hoffman,"Legowart Kingorty, Ltd.",2364 Jeep Grand Cherokee Trackhawk,"-39,544,240",5/11/2018
7274,Ronnie Griffiths,Cheruharrison Auto,2364 Nissan GT-R Premium,"-39,572,939",4/8/2018
7275,Storm William,Mythicgarcia Dealership LTDA,2365 Mercedes-Benz S-Class Cabriolet,"-39,601,638",3/22/2018
7276,Aroush Knapp,Maxwell & Junior,2363 Porsche 911 2dr Cpe GT3 RS,"-39,630,337",6/7/2018
7277,Anwar Hoffman,"Legowart Kingorty, Ltd.",2365 Jeep Grand Cherokee Trackhawk,"-39,659,036",5/11/2018
7278,Ronnie Griffiths,Cheruharrison Auto,2365 Nissan GT-R Premium,"-39,687,735",4/8/2018
7279,Storm William,Mythicgarcia Dealership LTDA,2366 Mercedes-Benz S-Class Cabriolet,"-39,716,434",3/22/2018
7280,Aroush Knapp,Maxwell & Junior,2364 Porsche 911 2dr Cpe GT3 RS,"-39,745,133",6/7/2018
7281,Anwar Hoffman,"Legowart Kingorty, Ltd.",2366 Jeep Grand Cherokee Trackhawk,"-39,773,832",5/11/2018
7282,Ronnie Griffiths,Cheruharrison Auto,2366 Nissan GT-R Premium,"-39,802,530",4/8/2018
7283,Storm William,Mythicgarcia Dealership LTDA,2367 Mercedes-Benz S-Class Cabriolet,"-39,831,229",3/22/2018
7284,Aroush Knapp,Maxwell & Junior,2365 Porsche 911 2dr Cpe GT3 RS,"-39,859,928",6/7/2018
7285,Anwar Hoffman,"Legowart Kingorty, Ltd.",2367 Jeep Grand Cherokee Trackhawk,"-39,888,627",5/11/2018
7286,Ronnie Griffiths,Cheruharrison Auto,2367 Nissan GT-R Premium,"-39,917,326",4/8/2018
7287,Storm William,Mythicgarcia Dealership LTDA,2368 Mercedes-Benz S-Class Cabriolet,"-39,946,025",3/22/2018
7288,Aroush Knapp,Maxwell & Junior,2366 Porsche 911 2dr Cpe GT3 RS,"-39,974,724",6/7/2018
7289,Anwar Hoffman,"Legowart Kingorty, Ltd.",2368 Jeep Grand Cherokee Trackhawk,"-40,003,423",5/11/2018
7290,Ronnie Griffiths,Cheruharrison Auto,2368 Nissan GT-R Premium,"-40,032,122",4/8/2018
7291,Storm William,Mythicgarcia Dealership LTDA,2369 Mercedes-Benz S-Class Cabriolet,"-40,060,821",3/22/2018
7292,Aroush Knapp,Maxwell & Junior,2367 Porsche 911 2dr Cpe GT3 RS,"-40,089,519",6/7/2018
7293,Anwar Hoffman,"Legowart Kingorty, Ltd.",2369 Jeep Grand Cherokee Trackhawk,"-40,118,218",5/11/2018
7294,Ronnie Griffiths,Cheruharrison Auto,2369 Nissan GT-R Premium,"-40,146,917",4/8/2018
7295,Storm William,Mythicgarcia Dealership LTDA,2370 Mercedes-Benz S-Class Cabriolet,"-40,175,616",3/22/2018
7296,Aroush Knapp,Maxwell & Junior,2368 Porsche 911 2dr Cpe GT3 RS,"-40,204,315",6/7/2018
7297,Anwar Hoffman,"Legowart Kingorty, Ltd.",2370 Jeep Grand Cherokee Trackhawk,"-40,233,014",5/11/2018
7298,Ronnie Griffiths,Cheruharrison Auto,2370 Nissan GT-R Premium,"-40,261,713",4/8/2018
7299,Storm William,Mythicgarcia Dealership LTDA,2371 Mercedes-Benz S-Class Cabriolet,"-40,290,412",3/22/2018
7300,Aroush Knapp,Maxwell & Junior,2369 Porsche 911 2dr Cpe GT3 RS,"-40,319,111",6/7/2018
7301,Anwar Hoffman,"Legowart Kingorty, Ltd.",2371 Jeep Grand Cherokee Trackhawk,"-40,347,810",5/11/2018
7302,Ronnie Griffiths,Cheruharrison Auto,2371 Nissan GT-R Premium,"-40,376,508",4/8/2018
7303,Storm William,Mythicgarcia Dealership LTDA,2372 Mercedes-Benz S-Class Cabriolet,"-40,405,207",3/22/2018
7304,Aroush Knapp,Maxwell & Junior,2370 Porsche 911 2dr Cpe GT3 RS,"-40,433,906",6/7/2018
7305,Anwar Hoffman,"Legowart Kingorty, Ltd.",2372 Jeep Grand Cherokee Trackhawk,"-40,462,605",5/11/2018
7306,Ronnie Griffiths,Cheruharrison Auto,2372 Nissan GT-R Premium,"-40,491,304",4/8/2018
7307,Storm William,Mythicgarcia Dealership LTDA,2373 Mercedes-Benz S-Class Cabriolet,"-40,520,003",3/22/2018
7308,Aroush Knapp,Maxwell & Junior,2371 Porsche 911 2dr Cpe GT3 RS,"-40,548,702",6/7/2018
7309,Anwar Hoffman,"Legowart Kingorty, Ltd.",2373 Jeep Grand Cherokee Trackhawk,"-40,577,401",5/11/2018
7310,Ronnie Griffiths,Cheruharrison Auto,2373 Nissan GT-R Premium,"-40,606,100",4/8/2018
7311,Storm William,Mythicgarcia Dealership LTDA,2374 Mercedes-Benz S-Class Cabriolet,"-40,634,799",3/22/2018
7312,Aroush Knapp,Maxwell & Junior,2372 Porsche 911 2dr Cpe GT3 RS,"-40,663,497",6/7/2018
7313,Anwar Hoffman,"Legowart Kingorty, Ltd.",2374 Jeep Grand Cherokee Trackhawk,"-40,692,196",5/11/2018
7314,Ronnie Griffiths,Cheruharrison Auto,2374 Nissan GT-R Premium,"-40,720,895",4/8/2018
7315,Storm William,Mythicgarcia Dealership LTDA,2375 Mercedes-Benz S-Class Cabriolet,"-40,749,594",3/22/2018
7316,Aroush Knapp,Maxwell & Junior,2373 Porsche 911 2dr Cpe GT3 RS,"-40,778,293",6/7/2018
7317,Anwar Hoffman,"Legowart Kingorty, Ltd.",2375 Jeep Grand Cherokee Trackhawk,"-40,806,992",5/11/2018
7318,Ronnie Griffiths,Cheruharrison Auto,2375 Nissan GT-R Premium,"-40,835,691",4/8/2018
7319,Storm William,Mythicgarcia Dealership LTDA,2376 Mercedes-Benz S-Class Cabriolet,"-40,864,390",3/22/2018
7320,Aroush Knapp,Maxwell & Junior,2374 Porsche 911 2dr Cpe GT3 RS,"-40,893,089",6/7/2018
7321,Anwar Hoffman,"Legowart Kingorty, Ltd.",2376 Jeep Grand Cherokee Trackhawk,"-40,921,788",5/11/2018
7322,Ronnie Griffiths,Cheruharrison Auto,2376 Nissan GT-R Premium,"-40,950,486",4/8/2018
7323,Storm William,Mythicgarcia Dealership LTDA,2377 Mercedes-Benz S-Class Cabriolet,"-40,979,185",3/22/2018
7324,Aroush Knapp,Maxwell & Junior,2375 Porsche 911 2dr Cpe GT3 RS,"-41,007,884",6/7/2018
7325,Anwar Hoffman,"Legowart Kingorty, Ltd.",2377 Jeep Grand Cherokee Trackhawk,"-41,036,583",5/11/2018
7326,Ronnie Griffiths,Cheruharrison Auto,2377 Nissan GT-R Premium,"-41,065,282",4/8/2018
7327,Storm William,Mythicgarcia Dealership LTDA,2378 Mercedes-Benz S-Class Cabriolet,"-41,093,981",3/22/2018
7328,Aroush Knapp,Maxwell & Junior,2376 Porsche 911 2dr Cpe GT3 RS,"-41,122,680",6/7/2018
7329,Anwar Hoffman,"Legowart Kingorty, Ltd.",2378 Jeep Grand Cherokee Trackhawk,"-41,151,379",5/11/2018
7330,Ronnie Griffiths,Cheruharrison Auto,2378 Nissan GT-R Premium,"-41,180,078",4/8/2018
7331,Storm William,Mythicgarcia Dealership LTDA,2379 Mercedes-Benz S-Class Cabriolet,"-41,208,777",3/22/2018
7332,Aroush Knapp,Maxwell & Junior,2377 Porsche 911 2dr Cpe GT3 RS,"-41,237,475",6/7/2018
7333,Anwar Hoffman,"Legowart Kingorty, Ltd.",2379 Jeep Grand Cherokee Trackhawk,"-41,266,174",5/11/2018
7334,Ronnie Griffiths,Cheruharrison Auto,2379 Nissan GT-R Premium,"-41,294,873",4/8/2018
7335,Storm William,Mythicgarcia Dealership LTDA,2380 Mercedes-Benz S-Class Cabriolet,"-41,323,572",3/22/2018
7336,Aroush Knapp,Maxwell & Junior,2378 Porsche 911 2dr Cpe GT3 RS,"-41,352,271",6/7/2018
7337,Anwar Hoffman,"Legowart Kingorty, Ltd.",2380 Jeep Grand Cherokee Trackhawk,"-41,380,970",5/11/2018
7338,Ronnie Griffiths,Cheruharrison Auto,2380 Nissan GT-R Premium,"-41,409,669",4/8/2018
7339,Storm William,Mythicgarcia Dealership LTDA,2381 Mercedes-Benz S-Class Cabriolet,"-41,438,368",3/22/2018
7340,Aroush Knapp,Maxwell & Junior,2379 Porsche 911 2dr Cpe GT3 RS,"-41,467,067",6/7/2018
7341,Anwar Hoffman,"Legowart Kingorty, Ltd.",2381 Jeep Grand Cherokee Trackhawk,"-41,495,766",5/11/2018
7342,Ronnie Griffiths,Cheruharrison Auto,2381 Nissan GT-R Premium,"-41,524,464",4/8/2018
7343,Storm William,Mythicgarcia Dealership LTDA,2382 Mercedes-Benz S-Class Cabriolet,"-41,553,163",3/22/2018
7344,Aroush Knapp,Maxwell & Junior,2380 Porsche 911 2dr Cpe GT3 RS,"-41,581,862",6/7/2018
7345,Anwar Hoffman,"Legowart Kingorty, Ltd.",2382 Jeep Grand Cherokee Trackhawk,"-41,610,561",5/11/2018
7346,Ronnie Griffiths,Cheruharrison Auto,2382 Nissan GT-R Premium,"-41,639,260",4/8/2018
7347,Storm William,Mythicgarcia Dealership LTDA,2383 Mercedes-Benz S-Class Cabriolet,"-41,667,959",3/22/2018
7348,Aroush Knapp,Maxwell & Junior,2381 Porsche 911 2dr Cpe GT3 RS,"-41,696,658",6/7/2018
7349,Anwar Hoffman,"Legowart Kingorty, Ltd.",2383 Jeep Grand Cherokee Trackhawk,"-41,725,357",5/11/2018
7350,Ronnie Griffiths,Cheruharrison Auto,2383 Nissan GT-R Premium,"-41,754,056",4/8/2018
7351,Storm William,Mythicgarcia Dealership LTDA,2384 Mercedes-Benz S-Class Cabriolet,"-41,782,755",3/22/2018
7352,Aroush Knapp,Maxwell & Junior,2382 Porsche 911 2dr Cpe GT3 RS,"-41,811,453",6/7/2018
7353,Anwar Hoffman,"Legowart Kingorty, Ltd.",2384 Jeep Grand Cherokee Trackhawk,"-41,840,152",5/11/2018
7354,Ronnie Griffiths,Cheruharrison Auto,2384 Nissan GT-R Premium,"-41,868,851",4/8/2018
